Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747044953,10,GET,GET /api/books/book-id/:id,0.800000,0.000000,410,440,450,450,450,450,450,450,450,450,450,15,0,420.0,355.3074916708283,10.618208005325869,715.2979160018731,2153.3333333333335
1747044953,10,,Aggregated,1.400000,0.000000,27,410,440,440,450,450,450,450,450,450,450,31,0,410.0,749.7369812589304,10.618208005325869,3417.6677499781363,36906.12903225807
1747044954,10,GET,GET /api/books,0.500000,0.000000,24,24,27,27,27,27,27,27,27,27,27,17,0,27,1055.0459805269973,13.936709001427516,3417.6677499781363,69348.35294117648
1747044954,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,440,450,450,450,450,450,450,450,450,450,15,0,420.0,355.3074916708283,10.618208005325869,715.2979160018731,2153.3333333333335
1747044954,10,,Aggregated,1.100000,0.000000,27,410,440,440,450,450,450,450,450,450,450,32,0,410.0,727.043563875668,10.618208005325869,3417.6677499781363,37850.6875
1747044955,10,GET,GET /api/books,0.400000,0.000000,24,24,27,27,27,27,27,27,27,27,27,18,0,27,997.3327153873267,13.936709001427516,3417.6677499781363,69376.72222222222
1747044955,10,GET,GET /api/books/book-id/:id,0.800000,0.000000,410,410,450,450,450,450,450,450,450,450,450,15,0,420.0,355.3074916708283,10.618208005325869,715.2979160018731,2153.3333333333335
1747044955,10,,Aggregated,1.200000,0.000000,24,410,410,410,450,450,450,450,450,450,450,33,0,410.0,705.5030682434639,10.618208005325869,3417.6677499781363,38820.63636363636
1747044956,10,GET,GET /api/books,0.400000,0.000000,23,23,24,24,27,27,27,27,27,27,27,20,0,25,899.1309521981748,13.936709001427516,3417.6677499781363,69415.8
1747044956,10,GET,GET /api/books/book-id/:id,0.800000,0.000000,410,410,450,450,450,450,450,450,450,450,450,15,0,420.0,355.3074916708283,10.618208005325869,715.2979160018731,2153.3333333333335
1747044956,10,,Aggregated,1.200000,0.000000,24,27,410,410,450,450,450,450,450,450,450,35,0,39,666.063754829312,10.618208005325869,3417.6677499781363,40589.02857142857
1747044957,10,GET,GET /api/books,0.400000,0.000000,23,23,24,24,27,27,27,27,27,27,27,21,0,25,857.4137759029067,13.936709001427516,3417.6677499781363,69480.33333333333
1747044957,10,GET,GET /api/books/book-id/:id,0.800000,0.000000,410,410,450,450,450,450,450,450,450,450,450,16,0,410.0,334.1395286297484,10.618208005325869,715.2979160018731,2134.375
1747044957,10,,Aggregated,1.200000,0.000000,23,27,410,410,450,450,450,450,450,450,450,37,0,33,631.1330203253248,10.618208005325869,3417.6677499781363,40357.75675675676
1747044958,10,GET,GET /api/books,0.600000,0.000000,22,23,24,24,27,27,27,27,27,27,27,22,0,24,819.4255948156668,13.936709001427516,3417.6677499781363,69555.81818181818
1747044958,10,GET,GET /api/books/book-id/:id,0.700000,0.000000,410,410,450,450,450,450,450,450,450,450,450,17,0,410.0,338.8153798861073,10.618208005325869,715.2979160018731,2143.529411764706
1747044958,10,,Aggregated,1.300000,0.000000,23,27,410,410,450,450,450,450,450,450,450,39,0,33,609.9288344617563,10.618208005325869,3417.6677499781363,40170.97435897436
1747044959,10,GET,GET /api/books,0.700000,0.000000,23,24,24,24,27,27,27,27,27,27,27,23,0,24,784.8223660409491,13.936709001427516,3417.6677499781363,69608.65217391304
1747044959,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,450,450,450,450,450,450,450,450,450,17,0,410.0,338.8153798861073,10.618208005325869,715.2979160018731,2143.529411764706
1747044959,10,,Aggregated,1.300000,0.000000,24,410,410,410,450,450,450,450,450,450,450,40,0,27,595.2693969251413,10.618208005325869,3417.6677499781363,40935.975
1747044960,10,GET,GET /api/books,0.700000,0.000000,23,24,24,24,27,27,27,27,27,27,27,24,0,24,753.1241025390045,13.936709001427516,3417.6677499781363,69505.45833333333
1747044960,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,410,410,410,410,410,410,410,410,410,17,0,410.0,338.8153798861073,10.618208005325869,715.2979160018731,2143.529411764706
1747044960,10,,Aggregated,1.300000,0.000000,24,24,410,410,410,410,410,410,410,410,410,41,0,27,581.3375589999984,10.618208005325869,3417.6677499781363,41574.90243902439
1747044961,10,GET,GET /api/books,0.700000,0.000000,23,24,24,24,24,24,24,24,24,24,24,24,0,24,753.1241025390045,13.936709001427516,3417.6677499781363,69505.45833333333
1747044961,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,410,410,410,410,410,410,410,410,410,17,0,410.0,338.8153798861073,10.618208005325869,715.2979160018731,2143.529411764706
1747044961,10,,Aggregated,1.300000,0.000000,24,24,410,410,410,410,410,410,410,410,410,41,0,27,581.3375589999984,10.618208005325869,3417.6677499781363,41574.90243902439
1747044962,10,GET,GET /api/books,0.700000,0.000000,23,24,24,24,24,24,24,24,24,24,24,24,0,24,753.1241025390045,13.936709001427516,3417.6677499781363,69505.45833333333
1747044962,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,410,410,410,410,410,410,410,410,410,17,0,410.0,338.8153798861073,10.618208005325869,715.2979160018731,2143.529411764706
1747044962,10,,Aggregated,1.300000,0.000000,23,24,24,24,410,410,410,410,410,410,410,41,0,27,581.3375589999984,10.618208005325869,3417.6677499781363,41574.90243902439
1747044963,10,GET,GET /api/books,0.800000,0.000000,23,24,24,24,24,24,24,24,24,24,24,25,0,24,723.9740950765554,13.936709001427516,3417.6677499781363,69410.52
1747044963,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,410,410,410,410,410,410,410,410,410,18,0,410.0,320.6817384472945,10.618208005325869,715.2979160018731,2170.0555555555557
1747044963,10,,Aggregated,1.200000,0.000000,22,24,24,24,24,410,410,410,410,410,410,43,0,27,555.1540388131439,10.618208005325869,3417.6677499781363,41263.348837209305
1747044964,10,GET,GET /api/books,0.800000,0.000000,23,24,24,24,24,24,24,24,24,24,24,26,0,24,697.0294696119919,13.936709001427516,3417.6677499781363,69477.07692307692
1747044964,10,GET,GET /api/books/book-id/:id,0.200000,0.000000,17,17,410,410,410,410,410,410,410,410,410,18,0,410.0,320.6817384472945,10.618208005325869,715.2979160018731,2170.0555555555557
1747044964,10,,Aggregated,1.000000,0.000000,23,24,24,24,24,410,410,410,410,410,410,44,0,25,543.0690341355247,10.618208005325869,3417.6677499781363,41942.38636363636
1747044965,10,GET,GET /api/books,0.800000,0.000000,24,24,24,24,29,29,29,29,29,29,29,28,0,24,648.7084747828443,12.457250006264076,3417.6677499781363,69582.71428571429
1747044965,10,GET,GET /api/books/book-id/:id,0.200000,0.000000,17,17,410,410,410,410,410,410,410,410,410,18,0,410.0,320.6817384472945,10.618208005325869,715.2979160018731,2170.0555555555557
1747044965,10,,Aggregated,1.000000,0.000000,23,24,24,24,29,410,410,410,410,410,410,46,0,25,520.3501866515422,10.618208005325869,3417.6677499781363,43203.84782608696
1747044966,10,GET,GET /api/books,0.900000,0.000000,24,24,24,24,29,29,29,29,29,29,29,30,0,24,606.88538896502,12.457250006264076,3417.6677499781363,69637.76666666666
1747044966,10,GET,GET /api/books/book-id/:id,0.200000,0.000000,17,17,410,410,410,410,410,410,410,410,410,18,0,410.0,320.6817384472945,10.618208005325869,715.2979160018731,2170.0555555555557
1747044966,10,,Aggregated,1.100000,0.000000,24,24,24,24,29,410,410,410,410,410,410,48,0,24,499.5590200208729,10.618208005325869,3417.6677499781363,44337.375
1747044967,10,GET,GET /api/books,0.800000,0.000000,24,24,24,24,29,29,29,29,29,29,29,31,0,24,588.0201909336216,12.457250006264076,3417.6677499781363,69639.0
1747044967,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,410,410,410,410,410,410,410,410,410,18,0,410.0,320.6817384472945,10.618208005325869,715.2979160018731,2170.0555555555557
1747044967,10,,Aggregated,1.100000,0.000000,24,24,24,24,29,410,410,410,410,410,410,49,0,24,489.8142287957872,10.618208005325869,3417.6677499781363,44854.489795918365
1747044968,10,GET,GET /api/books,1.000000,0.000000,24,24,24,24,29,29,29,29,29,29,29,31,0,24,588.0201909336216,12.457250006264076,3417.6677499781363,69639.0
1747044968,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,460,460,460,460,460,460,460,460,460,20,0,410.0,312.5033479023841,10.618208005325869,715.2979160018731,2163.6
1747044968,10,,Aggregated,1.300000,0.000000,24,24,24,24,29,460,460,460,460,460,460,51,0,24,479.9743701370579,10.618208005325869,3417.6677499781363,43178.05882352941
1747044969,10,GET,GET /api/books,1.000000,0.000000,24,24,24,24,29,29,29,29,29,29,29,31,0,24,588.0201909336216,12.457250006264076,3417.6677499781363,69639.0
1747044969,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,460,460,460,460,460,460,460,460,460,20,0,410.0,312.5033479023841,10.618208005325869,715.2979160018731,2163.6
1747044969,10,,Aggregated,1.300000,0.000000,24,24,24,24,29,460,460,460,460,460,460,51,0,24,479.9743701370579,10.618208005325869,3417.6677499781363,43178.05882352941
1747044970,10,GET,GET /api/books,1.000000,0.000000,23,24,24,24,29,29,29,29,29,29,29,31,0,24,588.0201909336216,12.457250006264076,3417.6677499781363,69639.0
